"","project.ref","id","text","percentage","encodedText"
"216","EP/H00677X/1","DEA11FBC-BEED-4EDD-890B-97D728462D26","Mathematical sciences",100,"Mathematical+sciences"
"217","EP/J009539/1","DEA11FBC-BEED-4EDD-890B-97D728462D26","Mathematical sciences",100,"Mathematical+sciences"
"218","EP/M024830/1","DEA11FBC-BEED-4EDD-890B-97D728462D26","Mathematical sciences",100,"Mathematical+sciences"
"219","EP/R016615/1","5CBA14F4-F235-45B6-A9DD-5937D5C166CC","Electrical Engineering",100,"Electrical+Engineering"
"220","EP/K015893/1","EB5F16BB-2772-4DDE-BD6C-3B7A6914B64C","Info. & commun. Technol.",100,"Info.+%26+commun.+Technol."
"221","EP/I002707/1","F95121C7-7C31-40CE-BDBC-1E2BF025AEA6","Energy",100,"Energy"
"222","EP/J000078/1","EB5F16BB-2772-4DDE-BD6C-3B7A6914B64C","Info. & commun. Technol.",100,"Info.+%26+commun.+Technol."
"223","EP/P020747/1","F442B6BE-8B89-4C01-8D3B-E8A4D320B672","Biomolecules & biochemistry",70,"Biomolecules+%26+biochemistry"
"224","EP/P020747/1","FB535BD0-E265-4C0A-8532-32DCB83A3951","Tools, technologies & methods",30,"Tools%2C+technologies+%26+methods"
"225","NS/A000049/1","863FC58A-7217-42EA-B076-663F2D770BB8","Chemical measurement",15,"Chemical+measurement"
"226","NS/A000049/1","6723A70B-A523-40AB-9740-B6AD2A0677B7","Medical & health interface",25,"Medical+%26+health+interface"
"227","NS/A000049/1","FB535BD0-E265-4C0A-8532-32DCB83A3951","Tools, technologies & methods",60,"Tools%2C+technologies+%26+methods"
"228","EP/V049704/1","64596636-AE88-4F6E-A816-9C4C203E1197","Catalysis & surfaces",15,"Catalysis+%26+surfaces"
"229","EP/V049704/1","E847DD9B-2053-4BC7-97A9-4213B185C968","Materials sciences",20,"Materials+sciences"
"230","EP/V049704/1","97B14C81-E082-430E-BC8F-733274083163","Supercond, magn. &quant.fluids",65,"Supercond%2C+magn.+%26quant.fluids"
"231","EP/K022237/1","F95121C7-7C31-40CE-BDBC-1E2BF025AEA6","Energy",100,"Energy"
"232","TS/G000646/1","6723A70B-A523-40AB-9740-B6AD2A0677B7","Medical & health interface",100,"Medical+%26+health+interface"
"233","EP/F006500/1","EB5F16BB-2772-4DDE-BD6C-3B7A6914B64C","Info. & commun. Technol.",100,"Info.+%26+commun.+Technol."
"234","EP/I014624/1","E847DD9B-2053-4BC7-97A9-4213B185C968","Materials sciences",100,"Materials+sciences"
"235","EP/G030871/1","6723A70B-A523-40AB-9740-B6AD2A0677B7","Medical & health interface",100,"Medical+%26+health+interface"
"236","EP/T031115/1","DEA11FBC-BEED-4EDD-890B-97D728462D26","Mathematical sciences",100,"Mathematical+sciences"
"237","EP/K039830/1","EB5F16BB-2772-4DDE-BD6C-3B7A6914B64C","Info. & commun. Technol.",100,"Info.+%26+commun.+Technol."
"238","GR/T21387/01","EB5F16BB-2772-4DDE-BD6C-3B7A6914B64C","Info. & commun. Technol.",75,"Info.+%26+commun.+Technol."
"239","GR/T21387/01","772CD758-53CD-407F-9B2C-F2B861E86155","Mechanical Engineering",25,"Mechanical+Engineering"
"240","EP/H040536/1","EB5F16BB-2772-4DDE-BD6C-3B7A6914B64C","Info. & commun. Technol.",100,"Info.+%26+commun.+Technol."
"241","EP/H047670/1","53F27348-198B-4AEF-A34B-8307067F507C","Systems engineering",100,"Systems+engineering"
"242","EP/H018816/1","EB5F16BB-2772-4DDE-BD6C-3B7A6914B64C","Info. & commun. Technol.",100,"Info.+%26+commun.+Technol."
"243","EP/M001644/1","C88380A2-9C65-425D-B4FB-4E289FACB800","Atomic & molecular physics",50,"Atomic+%26+molecular+physics"
"244","EP/M001644/1","666CC8F4-4525-49AF-91C1-5675E0C8ADDF","Chem. React. Dyn. & mechanisms",50,"Chem.+React.+Dyn.+%26+mechanisms"
"245","EP/N510075/1","17F21DBC-4946-4262-AD07-9914F6EA12F7","Bioengineering",40,"Bioengineering"
"246","EP/N510075/1","64596636-AE88-4F6E-A816-9C4C203E1197","Catalysis & surfaces",60,"Catalysis+%26+surfaces"
"247","EP/G013829/1","EB5F16BB-2772-4DDE-BD6C-3B7A6914B64C","Info. & commun. Technol.",100,"Info.+%26+commun.+Technol."
"248","EP/D056764/1","EB5F16BB-2772-4DDE-BD6C-3B7A6914B64C","Info. & commun. Technol.",100,"Info.+%26+commun.+Technol."
"249","DT/E006469/1","6723A70B-A523-40AB-9740-B6AD2A0677B7","Medical & health interface",100,"Medical+%26+health+interface"
"250","EP/K025090/1","EB5F16BB-2772-4DDE-BD6C-3B7A6914B64C","Info. & commun. Technol.",100,"Info.+%26+commun.+Technol."
"251","EP/P011993/1","F442B6BE-8B89-4C01-8D3B-E8A4D320B672","Biomolecules & biochemistry",10,"Biomolecules+%26+biochemistry"
"252","EP/P011993/1","FB535BD0-E265-4C0A-8532-32DCB83A3951","Tools, technologies & methods",90,"Tools%2C+technologies+%26+methods"
"253","EP/P016545/1","F95121C7-7C31-40CE-BDBC-1E2BF025AEA6","Energy",100,"Energy"
"254","EP/I027904/1","F95121C7-7C31-40CE-BDBC-1E2BF025AEA6","Energy",40,"Energy"
"255","EP/I027904/1","772CD758-53CD-407F-9B2C-F2B861E86155","Mechanical Engineering",40,"Mechanical+Engineering"
"256","EP/I027904/1","99E0B904-CAB5-4511-AFB3-AA6D2B171F97","Process engineering",20,"Process+engineering"
"257","EP/M019977/1","F95121C7-7C31-40CE-BDBC-1E2BF025AEA6","Energy",100,"Energy"
"258","EP/M019977/1","895D1683-DC4B-4292-BBC6-EC38672BFD10","RCUK Programmes",0,"RCUK+Programmes"
"259","EP/M016099/1","EB5F16BB-2772-4DDE-BD6C-3B7A6914B64C","Info. & commun. Technol.",100,"Info.+%26+commun.+Technol."
"260","EP/M026884/1","6723A70B-A523-40AB-9740-B6AD2A0677B7","Medical & health interface",100,"Medical+%26+health+interface"
"261","EP/R034370/1","772CD758-53CD-407F-9B2C-F2B861E86155","Mechanical Engineering",25,"Mechanical+Engineering"
"262","EP/R034370/1","99E0B904-CAB5-4511-AFB3-AA6D2B171F97","Process engineering",25,"Process+engineering"
"263","EP/I016023/1","DEA11FBC-BEED-4EDD-890B-97D728462D26","Mathematical sciences",100,"Mathematical+sciences"
"264","EP/J006173/1","F95121C7-7C31-40CE-BDBC-1E2BF025AEA6","Energy",50,"Energy"
"265","EP/J006173/1","E847DD9B-2053-4BC7-97A9-4213B185C968","Materials sciences",50,"Materials+sciences"
"266","EP/F052669/1","EB5F16BB-2772-4DDE-BD6C-3B7A6914B64C","Info. & commun. Technol.",100,"Info.+%26+commun.+Technol."
"267","EP/L021129/1","EB5F16BB-2772-4DDE-BD6C-3B7A6914B64C","Info. & commun. Technol.",90,"Info.+%26+commun.+Technol."
"268","EP/L021129/1","D513F43E-F19D-4AB3-8E03-A47B085709AB","Materials Processing",10,"Materials+Processing"
"269","EP/D074568/1","97B14C81-E082-430E-BC8F-733274083163","Supercond, magn. &quant.fluids",100,"Supercond%2C+magn.+%26quant.fluids"
"270","EP/M015793/1","EB5F16BB-2772-4DDE-BD6C-3B7A6914B64C","Info. & commun. Technol.",100,"Info.+%26+commun.+Technol."
"271","EP/H010998/1","DEA11FBC-BEED-4EDD-890B-97D728462D26","Mathematical sciences",25,"Mathematical+sciences"
"272","EP/H010998/1","772CD758-53CD-407F-9B2C-F2B861E86155","Mechanical Engineering",75,"Mechanical+Engineering"
"273","EP/E058019/1","9CD2DA3B-F052-4076-95ED-10F46E76C382","Optics, photonics & lasers",100,"Optics%2C+photonics+%26+lasers"
"274","EP/E020232/1","60EBB420-734E-4DB5-B0F2-65A1115A27F8","Chemical synthesis",100,"Chemical+synthesis"
"275","EP/N019474/1","EB5F16BB-2772-4DDE-BD6C-3B7A6914B64C","Info. & commun. Technol.",75,"Info.+%26+commun.+Technol."
"276","EP/N019474/1","5858EC49-4786-4440-8352-1AB0B6DC5F23","Psychology",25,"Psychology"
"277","EP/D501024/1","EB5F16BB-2772-4DDE-BD6C-3B7A6914B64C","Info. & commun. Technol.",100,"Info.+%26+commun.+Technol."
"278","EP/L012855/1","64596636-AE88-4F6E-A816-9C4C203E1197","Catalysis & surfaces",40,"Catalysis+%26+surfaces"
"279","EP/L012855/1","666CC8F4-4525-49AF-91C1-5675E0C8ADDF","Chem. React. Dyn. & mechanisms",30,"Chem.+React.+Dyn.+%26+mechanisms"
"280","EP/L012855/1","60EBB420-734E-4DB5-B0F2-65A1115A27F8","Chemical synthesis",30,"Chemical+synthesis"
"281","EP/V051792/1","FA25733D-A456-4A1B-9D5C-7119577368D9","Manufacturing",100,"Manufacturing"
"282","EP/I036117/1","99E0B904-CAB5-4511-AFB3-AA6D2B171F97","Process engineering",100,"Process+engineering"
"283","EP/R007497/1","F95121C7-7C31-40CE-BDBC-1E2BF025AEA6","Energy",100,"Energy"
"284","EP/R007497/1","895D1683-DC4B-4292-BBC6-EC38672BFD10","RCUK Programmes",0,"RCUK+Programmes"
"285","EP/F03606X/1","772CD758-53CD-407F-9B2C-F2B861E86155","Mechanical Engineering",100,"Mechanical+Engineering"
"286","EP/D071542/1","EB5F16BB-2772-4DDE-BD6C-3B7A6914B64C","Info. & commun. Technol.",100,"Info.+%26+commun.+Technol."
"287","EP/T024747/1","EBACD6D4-D1E5-4970-8BEC-7F4568EB26BA","Development studies",0,"Development+studies"
"288","EP/T024747/1","6E910789-6B8D-4B73-B5B0-F3156942B558","Geosciences",0,"Geosciences"
"289","EP/T024747/1","3A4CB57C-9B22-41A2-AB15-127503299365","Human Geography",0,"Human+Geography"
"290","EP/T024747/1","6BF947B0-8E6E-48DB-AB68-7130938F2DF2","Instrument. sensor & detectors",0,"Instrument.+sensor+%26+detectors"
"291","EP/T024747/1","895D1683-DC4B-4292-BBC6-EC38672BFD10","RCUK Programmes",0,"RCUK+Programmes"
"292","EP/M025756/1","EB5F16BB-2772-4DDE-BD6C-3B7A6914B64C","Info. & commun. Technol.",95,"Info.+%26+commun.+Technol."
"293","EP/M025756/1","772CD758-53CD-407F-9B2C-F2B861E86155","Mechanical Engineering",5,"Mechanical+Engineering"
"294","EP/N007565/1","EB5F16BB-2772-4DDE-BD6C-3B7A6914B64C","Info. & commun. Technol.",90,"Info.+%26+commun.+Technol."
"295","EP/N007565/1","53F27348-198B-4AEF-A34B-8307067F507C","Systems engineering",10,"Systems+engineering"
"296","EP/H029583/1","9CD2DA3B-F052-4076-95ED-10F46E76C382","Optics, photonics & lasers",50,"Optics%2C+photonics+%26+lasers"
"297","EP/H029583/1","53F27348-198B-4AEF-A34B-8307067F507C","Systems engineering",50,"Systems+engineering"
"298","EP/H005625/1","17F21DBC-4946-4262-AD07-9914F6EA12F7","Bioengineering",25,"Bioengineering"
"299","EP/H005625/1","E847DD9B-2053-4BC7-97A9-4213B185C968","Materials sciences",50,"Materials+sciences"
"300","EP/H005625/1","6723A70B-A523-40AB-9740-B6AD2A0677B7","Medical & health interface",25,"Medical+%26+health+interface"
"301","EP/D049253/1","EB5F16BB-2772-4DDE-BD6C-3B7A6914B64C","Info. & commun. Technol.",100,"Info.+%26+commun.+Technol."
"302","EP/N011317/1","DEA11FBC-BEED-4EDD-890B-97D728462D26","Mathematical sciences",100,"Mathematical+sciences"
"303","EP/F022530/1","64596636-AE88-4F6E-A816-9C4C203E1197","Catalysis & surfaces",40,"Catalysis+%26+surfaces"
"304","EP/F022530/1","FB535BD0-E265-4C0A-8532-32DCB83A3951","Tools, technologies & methods",60,"Tools%2C+technologies+%26+methods"
"305","EP/L013932/1","EB5F16BB-2772-4DDE-BD6C-3B7A6914B64C","Info. & commun. Technol.",100,"Info.+%26+commun.+Technol."
"306","DT/F00270X/1","99E0B904-CAB5-4511-AFB3-AA6D2B171F97","Process engineering",100,"Process+engineering"
"307","EP/I032088/1","608431EA-925E-44D8-A1E2-8C24B4768085","Design",25,"Design"
"308","EP/I032088/1","7D5D2DB2-0A64-42AF-A644-5F541B832A29","Economics",20,"Economics"
"309","EP/I032088/1","EB5F16BB-2772-4DDE-BD6C-3B7A6914B64C","Info. & commun. Technol.",20,"Info.+%26+commun.+Technol."
"310","EP/I032088/1","972C8509-5001-4523-9E10-7FA67E2F2E69","Visual arts",35,"Visual+arts"
"311","EP/K012703/1","EB5F16BB-2772-4DDE-BD6C-3B7A6914B64C","Info. & commun. Technol.",30,"Info.+%26+commun.+Technol."
"312","EP/K012703/1","F0322ED6-113F-4530-BA5E-562216587E68","Sociology",70,"Sociology"
"313","EP/H043454/1","EB5F16BB-2772-4DDE-BD6C-3B7A6914B64C","Info. & commun. Technol.",100,"Info.+%26+commun.+Technol."
"314","EP/P020577/1","EB5F16BB-2772-4DDE-BD6C-3B7A6914B64C","Info. & commun. Technol.",60,"Info.+%26+commun.+Technol."
"315","EP/P020577/1","772CD758-53CD-407F-9B2C-F2B861E86155","Mechanical Engineering",40,"Mechanical+Engineering"
"316","EP/F010834/1","E847DD9B-2053-4BC7-97A9-4213B185C968","Materials sciences",50,"Materials+sciences"
"317","EP/F010834/1","FB535BD0-E265-4C0A-8532-32DCB83A3951","Tools, technologies & methods",50,"Tools%2C+technologies+%26+methods"
"318","EP/P010245/1","DEA11FBC-BEED-4EDD-890B-97D728462D26","Mathematical sciences",100,"Mathematical+sciences"
"319","EP/F009186/1","60EBB420-734E-4DB5-B0F2-65A1115A27F8","Chemical synthesis",50,"Chemical+synthesis"
"320","EP/F009186/1","E847DD9B-2053-4BC7-97A9-4213B185C968","Materials sciences",50,"Materials+sciences"
"321","EP/R00207X/1","DEA11FBC-BEED-4EDD-890B-97D728462D26","Mathematical sciences",100,"Mathematical+sciences"
"322","EP/T026782/1","C087E953-30F3-4968-B0F3-D48A5998A2B4","Civil eng. & built environment",50,"Civil+eng.+%26+built+environment"
"323","EP/T026782/1","99E0B904-CAB5-4511-AFB3-AA6D2B171F97","Process engineering",50,"Process+engineering"
"324","EP/H011927/1","D513F43E-F19D-4AB3-8E03-A47B085709AB","Materials Processing",20,"Materials+Processing"
"325","EP/H011927/1","E847DD9B-2053-4BC7-97A9-4213B185C968","Materials sciences",80,"Materials+sciences"
"326","EP/K02924X/1","772CD758-53CD-407F-9B2C-F2B861E86155","Mechanical Engineering",60,"Mechanical+Engineering"
"327","EP/G014221/1","C087E953-30F3-4968-B0F3-D48A5998A2B4","Civil eng. & built environment",60,"Civil+eng.+%26+built+environment"
"328","EP/G014221/1","FB535BD0-E265-4C0A-8532-32DCB83A3951","Tools, technologies & methods",40,"Tools%2C+technologies+%26+methods"
"329","EP/S020357/1","F442B6BE-8B89-4C01-8D3B-E8A4D320B672","Biomolecules & biochemistry",5,"Biomolecules+%26+biochemistry"
"330","EP/S020357/1","64596636-AE88-4F6E-A816-9C4C203E1197","Catalysis & surfaces",15,"Catalysis+%26+surfaces"
"331","EP/S020357/1","666CC8F4-4525-49AF-91C1-5675E0C8ADDF","Chem. React. Dyn. & mechanisms",10,"Chem.+React.+Dyn.+%26+mechanisms"
"332","EP/S020357/1","863FC58A-7217-42EA-B076-663F2D770BB8","Chemical measurement",5,"Chemical+measurement"
"333","EP/S020357/1","60EBB420-734E-4DB5-B0F2-65A1115A27F8","Chemical synthesis",10,"Chemical+synthesis"
"334","EP/S020357/1","F95121C7-7C31-40CE-BDBC-1E2BF025AEA6","Energy",10,"Energy"
"335","EP/S020357/1","D513F43E-F19D-4AB3-8E03-A47B085709AB","Materials Processing",5,"Materials+Processing"
"336","EP/S020357/1","E847DD9B-2053-4BC7-97A9-4213B185C968","Materials sciences",10,"Materials+sciences"
"337","EP/S020357/1","C9A78518-54CF-4145-A680-F2BDCFB3913B","Pollution, waste & resources",5,"Pollution%2C+waste+%26+resources"
"338","EP/S020357/1","99E0B904-CAB5-4511-AFB3-AA6D2B171F97","Process engineering",20,"Process+engineering"
"339","EP/S020357/1","97B14C81-E082-430E-BC8F-733274083163","Supercond, magn. &quant.fluids",5,"Supercond%2C+magn.+%26quant.fluids"
"340","EP/S012559/1","DEA11FBC-BEED-4EDD-890B-97D728462D26","Mathematical sciences",15,"Mathematical+sciences"
"341","EP/S012559/1","772CD758-53CD-407F-9B2C-F2B861E86155","Mechanical Engineering",85,"Mechanical+Engineering"
"342","EP/D077532/1","863FC58A-7217-42EA-B076-663F2D770BB8","Chemical measurement",50,"Chemical+measurement"
"343","EP/D077532/1","E847DD9B-2053-4BC7-97A9-4213B185C968","Materials sciences",50,"Materials+sciences"
"344","EP/E043488/1","EB5F16BB-2772-4DDE-BD6C-3B7A6914B64C","Info. & commun. Technol.",100,"Info.+%26+commun.+Technol."
"345","EP/D059364/1","EB5F16BB-2772-4DDE-BD6C-3B7A6914B64C","Info. & commun. Technol.",100,"Info.+%26+commun.+Technol."
"346","EP/V047175/1","F442B6BE-8B89-4C01-8D3B-E8A4D320B672","Biomolecules & biochemistry",100,"Biomolecules+%26+biochemistry"
"347","EP/K03345X/1","EB5F16BB-2772-4DDE-BD6C-3B7A6914B64C","Info. & commun. Technol.",40,"Info.+%26+commun.+Technol."
"348","EP/K03345X/1","4511FB20-8392-418E-809D-7701FACC03C9","Law & legal studies",20,"Law+%26+legal+studies"
"349","EP/K03345X/1","DEA11FBC-BEED-4EDD-890B-97D728462D26","Mathematical sciences",20,"Mathematical+sciences"
"350","EP/K03345X/1","5858EC49-4786-4440-8352-1AB0B6DC5F23","Psychology",10,"Psychology"
"351","EP/K03345X/1","F0322ED6-113F-4530-BA5E-562216587E68","Sociology",10,"Sociology"
"352","EP/M027732/1","60EBB420-734E-4DB5-B0F2-65A1115A27F8","Chemical synthesis",80,"Chemical+synthesis"
"353","EP/M027732/1","E847DD9B-2053-4BC7-97A9-4213B185C968","Materials sciences",20,"Materials+sciences"
"354","EP/G05567X/1","EB5F16BB-2772-4DDE-BD6C-3B7A6914B64C","Info. & commun. Technol.",25,"Info.+%26+commun.+Technol."
"355","EP/G05567X/1","E847DD9B-2053-4BC7-97A9-4213B185C968","Materials sciences",25,"Materials+sciences"
"356","EP/G05567X/1","FB535BD0-E265-4C0A-8532-32DCB83A3951","Tools, technologies & methods",50,"Tools%2C+technologies+%26+methods"
"357","EP/H019839/1","9CD2DA3B-F052-4076-95ED-10F46E76C382","Optics, photonics & lasers",50,"Optics%2C+photonics+%26+lasers"
"358","EP/H019839/1","53F27348-198B-4AEF-A34B-8307067F507C","Systems engineering",35,"Systems+engineering"
"359","EP/H019839/1","FB535BD0-E265-4C0A-8532-32DCB83A3951","Tools, technologies & methods",15,"Tools%2C+technologies+%26+methods"
"360","EP/P015883/1","EB5F16BB-2772-4DDE-BD6C-3B7A6914B64C","Info. & commun. Technol.",100,"Info.+%26+commun.+Technol."
"361","EP/E036724/1","9CD2DA3B-F052-4076-95ED-10F46E76C382","Optics, photonics & lasers",100,"Optics%2C+photonics+%26+lasers"
"362","EP/V052284/1","EB5F16BB-2772-4DDE-BD6C-3B7A6914B64C","Info. & commun. Technol.",100,"Info.+%26+commun.+Technol."
"363","EP/L00044X/1","EB5F16BB-2772-4DDE-BD6C-3B7A6914B64C","Info. & commun. Technol.",100,"Info.+%26+commun.+Technol."
"364","EP/H051678/2","EB5F16BB-2772-4DDE-BD6C-3B7A6914B64C","Info. & commun. Technol.",100,"Info.+%26+commun.+Technol."
"365","EP/J00930X/1","772CD758-53CD-407F-9B2C-F2B861E86155","Mechanical Engineering",25,"Mechanical+Engineering"
"366","EP/J00930X/1","53F27348-198B-4AEF-A34B-8307067F507C","Systems engineering",75,"Systems+engineering"
"367","EP/N034627/1","E847DD9B-2053-4BC7-97A9-4213B185C968","Materials sciences",25,"Materials+sciences"
"368","EP/F06652X/1","FB535BD0-E265-4C0A-8532-32DCB83A3951","Tools, technologies & methods",100,"Tools%2C+technologies+%26+methods"
"369","EP/V027611/1","60EBB420-734E-4DB5-B0F2-65A1115A27F8","Chemical synthesis",35,"Chemical+synthesis"
"370","EP/V027611/1","E847DD9B-2053-4BC7-97A9-4213B185C968","Materials sciences",65,"Materials+sciences"
"371","EP/M507106/1","EB5F16BB-2772-4DDE-BD6C-3B7A6914B64C","Info. & commun. Technol.",100,"Info.+%26+commun.+Technol."
"372","EP/H051716/1","99E0B904-CAB5-4511-AFB3-AA6D2B171F97","Process engineering",100,"Process+engineering"
"373","EP/M027287/1","EB5F16BB-2772-4DDE-BD6C-3B7A6914B64C","Info. & commun. Technol.",100,"Info.+%26+commun.+Technol."
"374","EP/R015333/1","17F21DBC-4946-4262-AD07-9914F6EA12F7","Bioengineering",15,"Bioengineering"
"375","EP/R015333/1","F442B6BE-8B89-4C01-8D3B-E8A4D320B672","Biomolecules & biochemistry",25,"Biomolecules+%26+biochemistry"
"376","EP/R015333/1","863FC58A-7217-42EA-B076-663F2D770BB8","Chemical measurement",60,"Chemical+measurement"
"377","EP/E027237/1","99E0B904-CAB5-4511-AFB3-AA6D2B171F97","Process engineering",75,"Process+engineering"
"378","EP/E027237/1","FB535BD0-E265-4C0A-8532-32DCB83A3951","Tools, technologies & methods",25,"Tools%2C+technologies+%26+methods"
"379","EP/E033555/1","DEA11FBC-BEED-4EDD-890B-97D728462D26","Mathematical sciences",100,"Mathematical+sciences"
"380","EP/P005187/1","666CC8F4-4525-49AF-91C1-5675E0C8ADDF","Chem. React. Dyn. & mechanisms",25,"Chem.+React.+Dyn.+%26+mechanisms"
"381","EP/P005187/1","863FC58A-7217-42EA-B076-663F2D770BB8","Chemical measurement",75,"Chemical+measurement"
"382","EP/R01860X/1","EB5F16BB-2772-4DDE-BD6C-3B7A6914B64C","Info. & commun. Technol.",60,"Info.+%26+commun.+Technol."
"383","EP/R01860X/1","DEA11FBC-BEED-4EDD-890B-97D728462D26","Mathematical sciences",40,"Mathematical+sciences"
"384","EP/N028511/1","666CC8F4-4525-49AF-91C1-5675E0C8ADDF","Chem. React. Dyn. & mechanisms",50,"Chem.+React.+Dyn.+%26+mechanisms"
"385","EP/N028511/1","E847DD9B-2053-4BC7-97A9-4213B185C968","Materials sciences",50,"Materials+sciences"
"386","EP/G007519/2","64596636-AE88-4F6E-A816-9C4C203E1197","Catalysis & surfaces",25,"Catalysis+%26+surfaces"
"387","EP/G007519/2","666CC8F4-4525-49AF-91C1-5675E0C8ADDF","Chem. React. Dyn. & mechanisms",25,"Chem.+React.+Dyn.+%26+mechanisms"
"388","EP/G007519/2","60EBB420-734E-4DB5-B0F2-65A1115A27F8","Chemical synthesis",50,"Chemical+synthesis"
"389","EP/F004753/1","64596636-AE88-4F6E-A816-9C4C203E1197","Catalysis & surfaces",100,"Catalysis+%26+surfaces"
"390","EP/G015287/1","60EBB420-734E-4DB5-B0F2-65A1115A27F8","Chemical synthesis",100,"Chemical+synthesis"
"391","EP/T016337/1","F95121C7-7C31-40CE-BDBC-1E2BF025AEA6","Energy",100,"Energy"
"392","EP/D039444/2","5E9AA4EC-49E3-4D6A-B545-79DA07CE39E0","Management & Business Studies",100,"Management+%26+Business+Studies"
"393","EP/V031201/1","C88380A2-9C65-425D-B4FB-4E289FACB800","Atomic & molecular physics",30,"Atomic+%26+molecular+physics"
"394","EP/V031201/1","97B14C81-E082-430E-BC8F-733274083163","Supercond, magn. &quant.fluids",70,"Supercond%2C+magn.+%26quant.fluids"
"395","EP/L021463/1","F95121C7-7C31-40CE-BDBC-1E2BF025AEA6","Energy",100,"Energy"
"396","EP/H009914/1","C88380A2-9C65-425D-B4FB-4E289FACB800","Atomic & molecular physics",100,"Atomic+%26+molecular+physics"
"397","EP/G029946/1","C087E953-30F3-4968-B0F3-D48A5998A2B4","Civil eng. & built environment",70,"Civil+eng.+%26+built+environment"
"398","EP/G029946/1","97FC8337-8E84-46A6-ACF2-A6047DA8C582","Environmental Engineering",30,"Environmental+Engineering"
"399","EP/H016120/1","C087E953-30F3-4968-B0F3-D48A5998A2B4","Civil eng. & built environment",70,"Civil+eng.+%26+built+environment"
"400","EP/H016120/1","5E9AA4EC-49E3-4D6A-B545-79DA07CE39E0","Management & Business Studies",30,"Management+%26+Business+Studies"
"401","EP/H019588/1","DEA11FBC-BEED-4EDD-890B-97D728462D26","Mathematical sciences",100,"Mathematical+sciences"
