subject_weight_id,grant_ref,subject_id,percentage
6D0F4A52-80AE-4B58-8191-6DBF132EFE46,EP/N015452/1,DEA11FBC-BEED-4EDD-890B-97D728462D26,100
3D113C4E-C204-4E39-82AD-B6F2F5873578,EP/R035407/1,99E0B904-CAB5-4511-AFB3-AA6D2B171F97,100
5116C73F-ABCE-4473-956B-924F952FCF18,EP/K033972/1,DEA11FBC-BEED-4EDD-890B-97D728462D26,100
B7EEAD11-DA82-4A2C-A62E-983E8205476F,EP/M017133/1,EB5F16BB-2772-4DDE-BD6C-3B7A6914B64C,100
F6B12366-0B05-4D5A-BB9B-A8B735EEF424,EP/G028427/1,C88380A2-9C65-425D-B4FB-4E289FACB800,100
D5262EAA-4DAF-484F-B991-6562DD456A3D,EP/K034952/1,C087E953-30F3-4968-B0F3-D48A5998A2B4,75
646F56D8-AE21-43A2-A534-9ECE1658690C,EP/K034952/1,F95121C7-7C31-40CE-BDBC-1E2BF025AEA6,25
1F5266B5-FFD3-470F-859E-F5B13B708565,EP/I033467/1,FA25733D-A456-4A1B-9D5C-7119577368D9,40
06F10919-CCEC-404C-A593-9EB4FDB13699,EP/I033467/1,772CD758-53CD-407F-9B2C-F2B861E86155,30
A14D18D2-D2A0-4E6A-BC1B-8BECC24C793A,EP/I033467/1,53F27348-198B-4AEF-A34B-8307067F507C,30
A48A7538-90CF-4201-9722-5375DE7CAC9D,EP/H044140/2,60EBB420-734E-4DB5-B0F2-65A1115A27F8,100
ECCA2A15-E94A-418E-9117-593A2EF4FD4D,EP/E032435/1,53F27348-198B-4AEF-A34B-8307067F507C,100
4BD08B9C-C190-4F1B-AE73-878644607F08,EP/I001727/1,9C124926-5968-486F-9B51-CCEB6C4E9650,100
AA53AC24-48B0-40A2-A481-99AC6BD08EFE,EP/P008402/1,EB5F16BB-2772-4DDE-BD6C-3B7A6914B64C,90
031AC55B-02B5-48E3-B177-6565CB59CC33,EP/P008402/1,E847DD9B-2053-4BC7-97A9-4213B185C968,10
BDA6465E-68C2-44A4-82CB-4615E0DEC05D,EP/K033476/1,7D5D2DB2-0A64-42AF-A644-5F541B832A29,25
859CE15D-0BD9-45DD-A4E1-DB311EF0D607,EP/K033476/1,EB5F16BB-2772-4DDE-BD6C-3B7A6914B64C,25
330B3B62-1ED8-47D6-9F70-A0189336F992,EP/K033476/1,5858EC49-4786-4440-8352-1AB0B6DC5F23,50
1B2A0664-3F6D-4713-8286-11C05CA5D850,EP/N034384/1,DEA11FBC-BEED-4EDD-890B-97D728462D26,100
BF22FCFF-17B4-469A-B34E-36CE50B4FD2F,EP/L025531/1,E847DD9B-2053-4BC7-97A9-4213B185C968,100
0DD57A48-76FF-4317-82CA-88C93C5CD7CA,EP/T021985/1,F95121C7-7C31-40CE-BDBC-1E2BF025AEA6,100
326BEA69-6393-43C7-A3F7-8FB915DB9598,EP/D031311/1,C087E953-30F3-4968-B0F3-D48A5998A2B4,100
7B7C3B03-C20A-452A-9F6B-86A9E541ED37,EP/L027402/1,EB5F16BB-2772-4DDE-BD6C-3B7A6914B64C,100
0AD32F12-7961-479D-82AD-D183D5987809,EP/K030043/1,F95121C7-7C31-40CE-BDBC-1E2BF025AEA6,100
F3675444-DCCC-472B-8E92-ECF0AB2DE60A,EP/I002588/1,F95121C7-7C31-40CE-BDBC-1E2BF025AEA6,100
4B324C37-B948-4D04-A720-3C005D51D7BA,EP/V050451/1,DEA11FBC-BEED-4EDD-890B-97D728462D26,100
8A7792A6-8C5E-4B36-A106-E3CD8F61F245,EP/I004181/1,EB5F16BB-2772-4DDE-BD6C-3B7A6914B64C,100
CEBD3D2B-BB3D-4399-B47B-0A569EEE9B83,EP/J018716/1,DEA11FBC-BEED-4EDD-890B-97D728462D26,100
7413D3F6-B708-43FF-ADE0-14F9E5E8D02F,EP/G026009/1,D513F43E-F19D-4AB3-8E03-A47B085709AB,25
9B371240-BD77-4061-B39C-85F129502F85,EP/G026009/1,E847DD9B-2053-4BC7-97A9-4213B185C968,75
D347072A-FE64-4F6E-81F7-18E3A746BE66,EP/L022273/1,6723A70B-A523-40AB-9740-B6AD2A0677B7,34
6A519290-1730-4E1D-A50A-B9F910F41992,EP/F00186X/1,666CC8F4-4525-49AF-91C1-5675E0C8ADDF,55
F45F3762-6E09-4A59-9C4C-85550DD7E1DB,EP/F00186X/1,863FC58A-7217-42EA-B076-663F2D770BB8,45
01F91481-6F33-417C-B3FF-ABAB47C9D2B2,EP/E06227X/1,EB5F16BB-2772-4DDE-BD6C-3B7A6914B64C,100
0CB21637-0657-4F2F-A106-D5246F028B6D,EP/M029212/1,F95121C7-7C31-40CE-BDBC-1E2BF025AEA6,80
88C3808F-3658-46B2-A76F-2BD8CD4428A6,EP/M029212/1,895D1683-DC4B-4292-BBC6-EC38672BFD10,0
080DFD8C-D811-43EA-8674-368B0E7D6506,EP/E011179/2,64596636-AE88-4F6E-A816-9C4C203E1197,20
91BD9F98-8A50-4088-A34E-55F1C1A17908,EP/E011179/2,60EBB420-734E-4DB5-B0F2-65A1115A27F8,20
011C017F-A86E-4C0D-AE12-8A669BCEF456,EP/E011179/2,99E0B904-CAB5-4511-AFB3-AA6D2B171F97,60
A6AD8F6E-E849-460A-9581-A1BF313F54E0,EP/T00424X/1,F95121C7-7C31-40CE-BDBC-1E2BF025AEA6,30
17EE0BA2-7EBE-4A1D-8851-F6D90D7F899C,EP/T00424X/1,772CD758-53CD-407F-9B2C-F2B861E86155,70
061FC251-DDE8-487B-BA0A-9A77D960AB67,EP/P030165/1,772CD758-53CD-407F-9B2C-F2B861E86155,50
6AB355E2-3C97-40D5-A8A3-E61F87BE2B1A,EP/K020781/1,60EBB420-734E-4DB5-B0F2-65A1115A27F8,100
1EBF7888-E868-43AB-B84A-C61109D8F3CB,EP/I013229/1,F95121C7-7C31-40CE-BDBC-1E2BF025AEA6,100
86BDADA3-32B8-444E-B3F2-D24F9E16A546,EP/J009741/1,863FC58A-7217-42EA-B076-663F2D770BB8,20
B5A031A6-1BC3-4E46-961E-F4D8AFEFE48F,EP/J009741/1,E847DD9B-2053-4BC7-97A9-4213B185C968,40
E672BC0D-4918-4209-90CD-FFEC769712A1,EP/J009741/1,97B14C81-E082-430E-BC8F-733274083163,40
9D2E962B-BB16-49B4-9157-B398FE9E840F,EP/E062814/1,AEB7EC61-1574-4583-8B00-BD32275F29A6,40
D00C3B35-C2BC-4205-8218-9AC6189C732A,EP/E062814/1,EB5F16BB-2772-4DDE-BD6C-3B7A6914B64C,30
DE1CFBA1-F60A-4BFC-AE05-733DC413D72B,EP/E062814/1,DEA11FBC-BEED-4EDD-890B-97D728462D26,30
CC4FF3A8-AFAB-4D32-88AF-71A0EF65CC51,EP/L02232X/1,FA25733D-A456-4A1B-9D5C-7119577368D9,60
D31B145F-4758-4206-AB2A-FD649B11DA85,EP/L02232X/1,9CD2DA3B-F052-4076-95ED-10F46E76C382,40
28E194A9-E236-412E-B00E-895815DC0FB4,EP/P034497/1,64596636-AE88-4F6E-A816-9C4C203E1197,100
52E9AF8D-D894-414E-BF73-0590A9408E7C,EP/R003777/1,60EBB420-734E-4DB5-B0F2-65A1115A27F8,50
C627BB7F-0F6F-4D62-97FC-66E2CA04CACB,EP/G001855/1,DEA11FBC-BEED-4EDD-890B-97D728462D26,100
03652B0E-7C9C-4514-9F9F-403D5E59FDA1,EP/D072786/1,EB5F16BB-2772-4DDE-BD6C-3B7A6914B64C,100
720A5F8C-3F9F-4982-B0AC-870D5E8B551C,EP/G044163/1,EB5F16BB-2772-4DDE-BD6C-3B7A6914B64C,100
18ED5196-51B1-4B2D-8AA6-E2F9CAA9EC4C,EP/N004272/1,E847DD9B-2053-4BC7-97A9-4213B185C968,100
53B83644-5161-4E36-B2D2-263009EBB8AF,EP/R02331X/1,F95121C7-7C31-40CE-BDBC-1E2BF025AEA6,40
164B1FBE-D532-4B47-9D1B-BEBFD6CFD00F,EP/R02331X/1,6BF947B0-8E6E-48DB-AB68-7130938F2DF2,10
E9F55F9B-B676-4DE6-83B3-4ED5CA02FF87,EP/R02331X/1,FA25733D-A456-4A1B-9D5C-7119577368D9,50
610F445B-B70E-461F-AD8A-FB1946349CD9,EP/M009602/1,E847DD9B-2053-4BC7-97A9-4213B185C968,0
7E42EA81-E35C-4DF9-B65B-346004006BA8,EP/F013140/1,E847DD9B-2053-4BC7-97A9-4213B185C968,100
A671C086-59F0-46FA-845B-FE08E20DE6DE,EP/R008280/1,E847DD9B-2053-4BC7-97A9-4213B185C968,0
91967B13-54EE-4DE5-AB9D-238E9C994D0C,EP/J001597/1,EB5F16BB-2772-4DDE-BD6C-3B7A6914B64C,50
6908932C-8C5A-4F2D-AC54-8DC1DD7A43E4,EP/J001597/1,E847DD9B-2053-4BC7-97A9-4213B185C968,50
E9757E2C-EBF5-41CF-A5BA-5A7FF6C9E7DA,EP/E040063/1,E847DD9B-2053-4BC7-97A9-4213B185C968,100
AAB01E9B-52A3-4226-A7D7-0F4BB2A30597,EP/F036701/1,DEA11FBC-BEED-4EDD-890B-97D728462D26,100
BF10EF21-B78F-49A6-961A-B0803D1170F9,EP/I001204/1,64596636-AE88-4F6E-A816-9C4C203E1197,5
4D83F031-28D6-4097-A7D5-66463DE3789F,EP/I001204/1,C087E953-30F3-4968-B0F3-D48A5998A2B4,90
F4C5074E-81F6-418F-A011-70928460333F,EP/I001204/1,D513F43E-F19D-4AB3-8E03-A47B085709AB,5
37BB6489-4243-4BEA-A12F-E939CE36E760,EP/F066937/1,7D5D2DB2-0A64-42AF-A644-5F541B832A29,20
A9CB5F20-AD31-41EC-8C33-27CD5CE16347,EP/F066937/1,EB5F16BB-2772-4DDE-BD6C-3B7A6914B64C,50
F56E96E5-7B32-4279-8D3F-CF930047BEDD,EP/F066937/1,4A856E02-8C94-4981-B572-E381EEB60DD2,30
C3E447A0-C581-4FF0-823B-AD83B6B99A17,EP/D071674/1,DEA11FBC-BEED-4EDD-890B-97D728462D26,100
CB21CD0F-2563-426F-8967-14707199912E,EP/E020801/1,DEA11FBC-BEED-4EDD-890B-97D728462D26,100
FE8D5148-347B-42D0-A89F-05D52381BEBE,EP/E003168/1,DEA11FBC-BEED-4EDD-890B-97D728462D26,50
01012F12-9E8C-46EF-8576-820FE4FAACCB,EP/E003168/1,FB535BD0-E265-4C0A-8532-32DCB83A3951,50
582C213F-2D71-4BDD-AA60-BA1ABE9815DE,EP/F008724/1,772CD758-53CD-407F-9B2C-F2B861E86155,100
C87481D4-7272-4C66-93D7-6EF35D3080C0,EP/E029825/1,E847DD9B-2053-4BC7-97A9-4213B185C968,100
4C597562-5B78-4135-9009-3A90D866A412,EP/I017461/1,9CD2DA3B-F052-4076-95ED-10F46E76C382,100
5B1480FE-E7C5-4D71-8ABB-685D171CE541,EP/F062583/1,F95121C7-7C31-40CE-BDBC-1E2BF025AEA6,100
B20489B6-1EAE-4B7F-BE70-71251D2F1386,EP/T028084/1,772CD758-53CD-407F-9B2C-F2B861E86155,100
CC0D56EB-F6C9-441E-B59F-AE2BF8A18F7E,EP/H011676/1,EB5F16BB-2772-4DDE-BD6C-3B7A6914B64C,100
392473FC-6FD5-487C-8DAA-6EC6C7A65D11,EP/E012329/1,EB5F16BB-2772-4DDE-BD6C-3B7A6914B64C,100
DBF3519C-0E4F-43F0-9A6E-1FF8DEF063BE,EP/N023080/1,EB5F16BB-2772-4DDE-BD6C-3B7A6914B64C,40
6CFF42CE-630D-4CED-874F-D741CD7BB0B9,EP/N023080/1,6723A70B-A523-40AB-9740-B6AD2A0677B7,60
912728FA-6A08-4AC2-B81B-8A018F043223,EP/E036333/1,DEA11FBC-BEED-4EDD-890B-97D728462D26,100
182AA89D-1FC1-4D45-BED5-407E78588BAC,EP/K015699/1,EB5F16BB-2772-4DDE-BD6C-3B7A6914B64C,100
398C9A7A-9CBC-4847-AEE4-E6E37DF752B6,EP/V043315/1,895D1683-DC4B-4292-BBC6-EC38672BFD10,0
3646178B-FBD5-43A2-8037-8CE9691683F1,EP/F007132/1,C087E953-30F3-4968-B0F3-D48A5998A2B4,30
9BFDF44A-B561-45D9-AA71-25A19368F007,EP/F007132/1,F95121C7-7C31-40CE-BDBC-1E2BF025AEA6,5
1216CB8D-FF7F-4902-BD0E-32A790658498,EP/F007132/1,5E9AA4EC-49E3-4D6A-B545-79DA07CE39E0,65
5118E48F-5323-489E-A780-C594A580A388,EP/I003398/1,F442B6BE-8B89-4C01-8D3B-E8A4D320B672,25
E9651B6C-14B6-4BF8-9C8A-236991BE7F90,EP/I003398/1,863FC58A-7217-42EA-B076-663F2D770BB8,75
8CE73F05-A77C-4B00-83A0-905B61D9E468,EP/H051767/1,9CD2DA3B-F052-4076-95ED-10F46E76C382,100
4C9A5955-AE89-4336-9417-9751AFF81BE3,EP/H012397/1,EB5F16BB-2772-4DDE-BD6C-3B7A6914B64C,100
BF3828C3-7490-4D24-BCD5-FC5B971F7A45,NS/A000026/1,6723A70B-A523-40AB-9740-B6AD2A0677B7,100
694ADF35-47C1-4A90-8EB6-3D8B9A3FBAFA,EP/G036659/1,EB5F16BB-2772-4DDE-BD6C-3B7A6914B64C,100
A601C320-1276-427C-9924-C583A62CCD23,DT/F002904/1,99E0B904-CAB5-4511-AFB3-AA6D2B171F97,100
518BD767-D65D-4EB8-9062-E8BD138AB24A,EP/D062985/1,DEA11FBC-BEED-4EDD-890B-97D728462D26,100
B9D5F797-2D83-4084-9B6A-E1E4D3D3ED5F,EP/S020837/1,666CC8F4-4525-49AF-91C1-5675E0C8ADDF,20
1D267A2D-4938-4BFA-ABA9-47841CCC557A,EP/S020837/1,60EBB420-734E-4DB5-B0F2-65A1115A27F8,20
A4B367E7-70E6-4ABD-8368-15E9E86FEF98,EP/S020837/1,FA25733D-A456-4A1B-9D5C-7119577368D9,60
87ADC7BD-0A1C-4F5A-9B6A-6F8C7BE52E27,EP/H006419/1,E847DD9B-2053-4BC7-97A9-4213B185C968,85
224411D7-547D-43CD-AB71-7A97F5FD329E,EP/H006419/1,9CD2DA3B-F052-4076-95ED-10F46E76C382,15
E14E0D13-FF31-40B8-A6F4-5BCB0BF6BDA4,EP/G051704/1,DEA11FBC-BEED-4EDD-890B-97D728462D26,100
3201763B-F8A0-4FE3-98CA-A23A69940B57,EP/J012793/1,C087E953-30F3-4968-B0F3-D48A5998A2B4,100
D19F3F6F-49F8-4F40-8DC6-8074472EDC5B,EP/N031636/1,60EBB420-734E-4DB5-B0F2-65A1115A27F8,40
FC2F0276-AFEF-465E-B234-E4D1D009F5CE,EP/N031636/1,EB5F16BB-2772-4DDE-BD6C-3B7A6914B64C,60
2A6BE673-EBF9-4E24-9EE8-D1AC217D024C,EP/D056756/1,863FC58A-7217-42EA-B076-663F2D770BB8,100
8EB0022D-A68B-4171-B51D-1B43456C1909,EP/J015563/1,EB5F16BB-2772-4DDE-BD6C-3B7A6914B64C,100
9A9237BC-2F41-4829-9C4E-CEAFD4E35E6C,EP/K039695/1,EB5F16BB-2772-4DDE-BD6C-3B7A6914B64C,100
318181B9-36E4-49CF-9F5A-4D2A459BBBB6,EP/F041772/1,99E0B904-CAB5-4511-AFB3-AA6D2B171F97,100
F04E00F0-3E40-443D-8F89-C6E4091089D6,EP/K041274/1,DEA11FBC-BEED-4EDD-890B-97D728462D26,100
6D68D1AF-DDBB-4BDA-97A2-F39D98E36B26,EP/E015549/1,772CD758-53CD-407F-9B2C-F2B861E86155,50
E80E8886-2264-41E3-B75D-16F394C1213E,EP/E015549/1,FB535BD0-E265-4C0A-8532-32DCB83A3951,50
A50F90FF-20F4-4342-9838-24FAFE58499C,EP/H008403/1,863FC58A-7217-42EA-B076-663F2D770BB8,25
D85E119E-70DA-4B70-AA1C-1752F0400142,EP/H008403/1,60EBB420-734E-4DB5-B0F2-65A1115A27F8,75
729ABF81-9921-4CED-8DE1-98EB8590DF1B,EP/C542223/1,E847DD9B-2053-4BC7-97A9-4213B185C968,100
6135A2F3-7F18-4D6C-B62D-CAC1018A7807,EP/E057535/1,53F27348-198B-4AEF-A34B-8307067F507C,50
891D0BB8-8C30-4F61-8906-29938B269215,EP/E057535/1,FB535BD0-E265-4C0A-8532-32DCB83A3951,50
40BFF1DB-AB90-4901-B11D-6CA952182BA9,EP/L001446/1,97B14C81-E082-430E-BC8F-733274083163,100
20D0EF0D-2D93-49C4-8142-F2B4C7B57A1E,EP/L021986/1,DEA11FBC-BEED-4EDD-890B-97D728462D26,100
85E9556D-B944-4132-9E24-CED47DFB7901,EP/I031758/1,772CD758-53CD-407F-9B2C-F2B861E86155,70
