subject_weight_id,grant_ref,subject_id,percentage
818554EC-AB66-4A84-8AF2-558B137C6F63,EP/I008071/1,DEA11FBC-BEED-4EDD-890B-97D728462D26,100
A9C0C1C7-B027-4F47-9256-55B255D51EDE,EP/K039318/1,64596636-AE88-4F6E-A816-9C4C203E1197,100
239175D9-D348-4D53-8A6E-2C93E7E239F6,EP/K022946/1,863FC58A-7217-42EA-B076-663F2D770BB8,20
C5C2FEA8-4EE9-4F68-869D-FAD85A44F95F,EP/K022946/1,60EBB420-734E-4DB5-B0F2-65A1115A27F8,80
F6A29E08-EE60-4EEF-BD8F-2F55B693B5AD,EP/H051945/1,EB5F16BB-2772-4DDE-BD6C-3B7A6914B64C,50
E308A799-91A9-4C83-9157-3F57B363AF92,EP/H051945/1,97B14C81-E082-430E-BC8F-733274083163,50
D7C61A6A-69B2-4C56-960D-EF88A085DACC,EP/H035052/1,863FC58A-7217-42EA-B076-663F2D770BB8,100
3AC00F1C-A1CD-4B34-9295-85E27D355556,EP/F055579/1,EB5F16BB-2772-4DDE-BD6C-3B7A6914B64C,100
12015C72-61D5-4738-863D-156B13D4838D,EP/G005680/1,C087E953-30F3-4968-B0F3-D48A5998A2B4,61
B836B0FA-FE87-473D-9133-476D6F7C3D17,EP/G005680/1,EB5F16BB-2772-4DDE-BD6C-3B7A6914B64C,13
1F137472-2C1B-491F-8B15-FC325B6ACFD5,EP/G005680/1,772CD758-53CD-407F-9B2C-F2B861E86155,13
98398228-BCC2-4CD0-8251-4363355651CA,EP/G005680/1,FB535BD0-E265-4C0A-8532-32DCB83A3951,13
2074D85E-BDE7-4323-89C4-C6FA056D9935,EP/C54711X/1,A442BF36-F335-483E-9282-F3BB48AC2C47,50
2793A935-1EB7-47EC-B471-243DF2461F1F,EP/C54711X/1,6723A70B-A523-40AB-9740-B6AD2A0677B7,50
72ABEFD8-27E4-4EF8-B549-48112A37EDE9,EP/V02678X/1,EB5F16BB-2772-4DDE-BD6C-3B7A6914B64C,100
B622790D-5BD3-4CA8-B297-1062A2D48CA4,EP/J001538/1,60EBB420-734E-4DB5-B0F2-65A1115A27F8,100
12DE90D5-8195-4D4A-A736-DFD6FE7C7EF2,EP/I019200/1,AEB7EC61-1574-4583-8B00-BD32275F29A6,100
14F0FD29-5B4B-4278-9A0E-F4D0EE9FAC46,EP/H002693/1,863FC58A-7217-42EA-B076-663F2D770BB8,100
80F97B16-E4D4-4F56-9F35-C8A2A233DF82,EP/M003191/2,DEA11FBC-BEED-4EDD-890B-97D728462D26,100
F6D86B58-5288-4896-91E0-898E97C2CCBB,EP/H035184/1,64596636-AE88-4F6E-A816-9C4C203E1197,70
66BB051C-4A4D-4387-B885-6B7436AD70F1,EP/H035184/1,863FC58A-7217-42EA-B076-663F2D770BB8,30
B6A38025-4105-4CF2-8384-725458B25B4D,EP/D033284/1,6723A70B-A523-40AB-9740-B6AD2A0677B7,100
8063858A-E870-40DF-9092-8DA2B8F2CD3E,EP/K024566/1,DEA11FBC-BEED-4EDD-890B-97D728462D26,100
1EF32550-9EAD-49B6-822C-6F74666F06D4,EP/D060834/1,EB5F16BB-2772-4DDE-BD6C-3B7A6914B64C,100
F2FFF2A8-5704-4827-9E9B-64DE1E838FBC,NS/A000030/1,6723A70B-A523-40AB-9740-B6AD2A0677B7,100
BA4F59CA-1FEC-4916-86B8-E0FEE872533A,EP/F033540/1,EB5F16BB-2772-4DDE-BD6C-3B7A6914B64C,100
BA21142C-9B31-4F46-93DC-631E74CF47EF,EP/N508445/1,F95121C7-7C31-40CE-BDBC-1E2BF025AEA6,100
11D87B43-21A1-4958-9724-4109242C02AC,EP/F012179/1,C087E953-30F3-4968-B0F3-D48A5998A2B4,50
0DB3E8F8-E422-4E22-93D0-617C6473E4AF,EP/F012179/1,97FC8337-8E84-46A6-ACF2-A6047DA8C582,50
5296C03A-073C-4E7D-B46E-75955EE77710,EP/H03255X/1,60EBB420-734E-4DB5-B0F2-65A1115A27F8,100
B8ABBA6A-4D4A-4D24-BD7F-8D6FCAC55451,EP/P003036/1,772CD758-53CD-407F-9B2C-F2B861E86155,100
ABE2C5CF-0499-4CD8-AAC9-7FFF201FDA06,EP/P005713/1,97B14C81-E082-430E-BC8F-733274083163,100
09E5D3D6-06C7-4B76-8E3F-0E7B46AC81D3,EP/G000034/1,772CD758-53CD-407F-9B2C-F2B861E86155,60
5A927DA5-E45D-4BD4-B410-C56DBD8E99F4,EP/G000034/1,99E0B904-CAB5-4511-AFB3-AA6D2B171F97,40
09C5712B-312A-4874-A538-B6CD10B4E2F6,EP/M013766/1,EB5F16BB-2772-4DDE-BD6C-3B7A6914B64C,100
651F8A42-F9A3-41D5-8E9C-6533EEB2F424,EP/K018221/1,C087E953-30F3-4968-B0F3-D48A5998A2B4,100
EF976D39-1BEF-44E6-9E6A-52307453B2E5,EP/S025324/1,97B14C81-E082-430E-BC8F-733274083163,100
0909908F-359B-452B-901A-7CB8B7CD07B8,EP/K502364/1,6723A70B-A523-40AB-9740-B6AD2A0677B7,100
D895E762-C20C-48BD-960C-60E4702A3275,EP/F043872/1,6723A70B-A523-40AB-9740-B6AD2A0677B7,100
1890ACC1-D39D-4748-ABAE-42903DABF460,EP/P017134/1,60EBB420-734E-4DB5-B0F2-65A1115A27F8,100
CF35ED74-FF15-44A3-9A10-6CA46C7733FC,EP/K037943/2,863FC58A-7217-42EA-B076-663F2D770BB8,100
72A2143A-0EB6-48FF-94A2-5B180E833220,EP/I003320/1,F95121C7-7C31-40CE-BDBC-1E2BF025AEA6,100
58900FAC-066C-4AD3-815F-B22C95E2DE6D,EP/G060762/1,5E9AA4EC-49E3-4D6A-B545-79DA07CE39E0,100
CD756E5D-F04A-4729-AAFD-D288E6F0E719,EP/K000012/1,772CD758-53CD-407F-9B2C-F2B861E86155,100
68801800-30B5-497A-890E-86ABB9D9E451,EP/F042248/1,F442B6BE-8B89-4C01-8D3B-E8A4D320B672,50
5FECB199-9B50-4CDC-9233-3C8A7F772C6E,EP/F042248/1,FB535BD0-E265-4C0A-8532-32DCB83A3951,50
A75C9C43-4B6D-4B7D-8C68-9C3FA5F7C8B3,EP/I011668/1,97B14C81-E082-430E-BC8F-733274083163,100
0FF4DC48-BA1A-4CB8-B82E-9BEE92B70EBB,EP/T004819/1,F95121C7-7C31-40CE-BDBC-1E2BF025AEA6,100
51ED6AB7-E3BE-4367-BED6-316BD81B1429,EP/D50578X/1,D513F43E-F19D-4AB3-8E03-A47B085709AB,15
4EC760A2-A3B3-47D8-86D4-F63714502830,EP/D50578X/1,E847DD9B-2053-4BC7-97A9-4213B185C968,85
AC3DCB82-226B-449A-B709-EAC8F2022153,EP/E040764/1,5E9AA4EC-49E3-4D6A-B545-79DA07CE39E0,50
8A1AAD26-A2CB-4528-AF23-4ECE09B26B57,EP/E040764/1,53F27348-198B-4AEF-A34B-8307067F507C,50
6D913850-2F6A-4943-9053-CBE617231163,EP/H01196X/1,772CD758-53CD-407F-9B2C-F2B861E86155,100
4B76BBE7-A0A2-4E9A-92B0-1E0537882451,EP/E032605/1,9CD2DA3B-F052-4076-95ED-10F46E76C382,50
62E754B8-CD92-4CF9-8F78-B6BB3EAA06AB,EP/E032605/1,FB535BD0-E265-4C0A-8532-32DCB83A3951,50
9026F053-CF94-4E16-BAA8-32B8B1317903,EP/D051851/1,64596636-AE88-4F6E-A816-9C4C203E1197,67
5D7E8043-2466-43A4-8AD5-E50CF70E5BBD,EP/D051851/1,60EBB420-734E-4DB5-B0F2-65A1115A27F8,33
F89953FA-7560-4D0D-9A5E-58D1F9FF1AAB,EP/P004407/2,EB5F16BB-2772-4DDE-BD6C-3B7A6914B64C,100
089741E8-9E61-47B9-BF4D-85241E93DB58,EP/D503183/1,FB535BD0-E265-4C0A-8532-32DCB83A3951,100
875E51DE-1310-4BF8-958A-43C41724AFF1,EP/E042589/1,E847DD9B-2053-4BC7-97A9-4213B185C968,100
F4FE3582-5B65-40D8-A5F3-238B2C5FA6FD,EP/P026001/1,DEA11FBC-BEED-4EDD-890B-97D728462D26,100
068025D6-3D88-4C86-94D4-6289214EF1AC,EP/R020531/1,6BF947B0-8E6E-48DB-AB68-7130938F2DF2,60
4E4E2BE9-99C0-4A36-9A19-72F6BD4029B7,EP/R020531/1,FA25733D-A456-4A1B-9D5C-7119577368D9,40
778F910F-1486-4191-8B4C-8AC1106DCEFA,EP/K026925/1,C087E953-30F3-4968-B0F3-D48A5998A2B4,100
F61828A9-A28C-4815-A4C9-CCCF27F60616,EP/J017094/1,F442B6BE-8B89-4C01-8D3B-E8A4D320B672,25
6978966B-245A-4DD8-89A3-9F474C49F104,EP/J017094/1,863FC58A-7217-42EA-B076-663F2D770BB8,75
9FD9CAB2-9CE8-46B9-8656-A49B900C1B7B,EP/K009575/1,EB5F16BB-2772-4DDE-BD6C-3B7A6914B64C,50
899485DF-FA24-41D7-9A47-4A080BCE6D53,EP/K009575/1,DEA11FBC-BEED-4EDD-890B-97D728462D26,50
07851363-A2F7-427A-A610-1A0445409763,EP/K026992/1,FB535BD0-E265-4C0A-8532-32DCB83A3951,100
D004E894-0B6C-44EE-B32F-787644EBB2F1,EP/E020763/2,53F27348-198B-4AEF-A34B-8307067F507C,100
73332A67-9C44-4404-B916-52857A961D94,EP/R033854/1,EB5F16BB-2772-4DDE-BD6C-3B7A6914B64C,60
F46C2DD6-4E89-4C56-AC32-B5253449C58D,EP/R033854/1,F0322ED6-113F-4530-BA5E-562216587E68,30
5FB725E3-3642-4F2B-81D8-2E44F1E06283,EP/G065586/1,D513F43E-F19D-4AB3-8E03-A47B085709AB,20
6019C097-D6BD-4308-BFC3-890AFF7EE1CF,EP/G065586/1,E847DD9B-2053-4BC7-97A9-4213B185C968,80
30FA80FE-1155-4A47-BF59-ABADBC77CED3,EP/F025831/1,17F21DBC-4946-4262-AD07-9914F6EA12F7,25
A9AC5568-65BF-42AA-B5FD-03AC2FE953C4,EP/F025831/1,D513F43E-F19D-4AB3-8E03-A47B085709AB,25
A9280419-0998-4D03-A7A1-3A12EF44265B,EP/F025831/1,E847DD9B-2053-4BC7-97A9-4213B185C968,50
610B4FCE-5285-42CB-BCDE-3DB8837B178E,EP/D061652/1,EB5F16BB-2772-4DDE-BD6C-3B7A6914B64C,100
CD2A4371-3B9B-4854-8182-93C3716D4BEC,EP/F032463/1,64596636-AE88-4F6E-A816-9C4C203E1197,100
F5748933-FCC7-43F5-ABB4-B989E4964A28,EP/M02444X/1,97B14C81-E082-430E-BC8F-733274083163,100
032C40B4-4450-440E-B440-C43A330C67EE,EP/L014017/1,64596636-AE88-4F6E-A816-9C4C203E1197,70
B4C48880-23B4-49EF-9161-F6C5C8516144,EP/L014017/1,60EBB420-734E-4DB5-B0F2-65A1115A27F8,30
1B3F0B0C-82A7-4D89-8054-31A700D35B56,EP/D014573/1,FB535BD0-E265-4C0A-8532-32DCB83A3951,100
7F9D2E03-4D37-46F6-84C8-BB01C7955F05,EP/I029036/1,A442BF36-F335-483E-9282-F3BB48AC2C47,40
D1F3F8A1-BBF4-4356-A9E9-4C6E12242794,EP/I029036/1,EB5F16BB-2772-4DDE-BD6C-3B7A6914B64C,60
82EBB826-2E7F-439A-AF8F-6025C0726639,EP/K021095/1,5CBA14F4-F235-45B6-A9DD-5937D5C166CC,30
09BCAB3F-0DB9-4070-A7D2-B08A91036B4E,EP/K021095/1,F95121C7-7C31-40CE-BDBC-1E2BF025AEA6,50
9E2BDD3A-7BF9-430B-B22B-E8BDA0E40F18,EP/K021095/1,772CD758-53CD-407F-9B2C-F2B861E86155,20
63430DCA-C05D-4C61-A6F6-A13E8DF28597,EP/N030028/1,F95121C7-7C31-40CE-BDBC-1E2BF025AEA6,100
94C49232-D077-4272-8121-295C8C23B42D,EP/K029029/1,64596636-AE88-4F6E-A816-9C4C203E1197,50
10F31C09-C245-48B1-A6A5-1BA6B6288617,EP/K029029/1,863FC58A-7217-42EA-B076-663F2D770BB8,50
4BEB424B-FAA4-401B-BFB0-B18854AA2595,EP/E006175/1,E847DD9B-2053-4BC7-97A9-4213B185C968,50
4166D0D0-CDC1-48C0-A1DF-680F8CD0C68C,EP/E006175/1,772CD758-53CD-407F-9B2C-F2B861E86155,50
EE16676F-675C-45A7-BC92-760BA8CAA9FC,EP/P023320/1,F95121C7-7C31-40CE-BDBC-1E2BF025AEA6,30
57507293-49E7-4E1F-B434-EBBD9A712ECE,EP/V029762/1,64596636-AE88-4F6E-A816-9C4C203E1197,30
5D93C737-87D3-4814-9EB3-0B4AC24057A4,EP/V029762/1,E847DD9B-2053-4BC7-97A9-4213B185C968,70
13684651-9F35-426B-89DA-413F36A4BB77,EP/G009775/1,C087E953-30F3-4968-B0F3-D48A5998A2B4,100
1BA9BFF7-C9F3-4CF3-9F50-424E3AE48B25,EP/N007816/1,EB5F16BB-2772-4DDE-BD6C-3B7A6914B64C,100
0B812C24-2A7F-4669-8F10-60D4146B6639,EP/P007503/1,EB5F16BB-2772-4DDE-BD6C-3B7A6914B64C,100
C17210D1-69C6-431C-9D1F-EBB8B268582C,EP/P003990/1,EB5F16BB-2772-4DDE-BD6C-3B7A6914B64C,100
72FBD621-078B-44B4-A062-31EC3D5D55B5,EP/F024428/1,EB5F16BB-2772-4DDE-BD6C-3B7A6914B64C,100
2F3E2F94-AB34-42AA-9C6A-14EC0B6B556D,EP/H003517/1,863FC58A-7217-42EA-B076-663F2D770BB8,50
8F0415A6-DC0B-4CED-A7F4-7EFB635E91E0,EP/H003517/1,60EBB420-734E-4DB5-B0F2-65A1115A27F8,50
EB99E0B8-2755-4982-A57E-226CF57D89A2,EP/E055141/1,EB5F16BB-2772-4DDE-BD6C-3B7A6914B64C,100
C25FB575-49EE-4B6A-AA4C-957875550AC1,EP/H003908/1,64596636-AE88-4F6E-A816-9C4C203E1197,25
59669CBE-4793-4599-9A6E-4022E473C5B4,EP/H003908/1,666CC8F4-4525-49AF-91C1-5675E0C8ADDF,25
883CD745-763B-488A-A0D1-C1E8B9CAC7EA,EP/H003908/1,E847DD9B-2053-4BC7-97A9-4213B185C968,50
9100EA4A-2745-48DD-81A2-707A4B1C582A,EP/K036734/1,F95121C7-7C31-40CE-BDBC-1E2BF025AEA6,100
A9EC3017-B62A-491A-9301-775D92CCC81F,EP/H003096/1,DEA11FBC-BEED-4EDD-890B-97D728462D26,100
068C99B8-A0AC-4BBA-A341-3E26901D73A9,EP/D040116/1,60EBB420-734E-4DB5-B0F2-65A1115A27F8,50
BA1253B2-A9F6-49FE-AE52-968FAF09D92B,EP/D040116/1,FB535BD0-E265-4C0A-8532-32DCB83A3951,50
AD0FC3FB-A5C3-4190-94E2-A63D495EC9B6,EP/G007918/1,EB5F16BB-2772-4DDE-BD6C-3B7A6914B64C,65
6917238D-2FBF-46F6-8EB7-4B8D15DB637A,EP/G007918/1,8C42F55F-1A1F-4ACE-B264-F6697518680A,35
7B5F3866-2E48-40C8-ABEA-AE68A4EEB89C,EP/E000320/1,EB5F16BB-2772-4DDE-BD6C-3B7A6914B64C,100
3D6A80D3-90DE-4362-BEFA-968B9E666FC0,EP/G059063/1,EB5F16BB-2772-4DDE-BD6C-3B7A6914B64C,100
5B4527F7-A13B-4BFF-BF0F-A42BE809773C,EP/L024977/1,E847DD9B-2053-4BC7-97A9-4213B185C968,0
8A9F6FBA-A87B-422B-BAA5-68E2B161ED8A,TS/H001093/1,6723A70B-A523-40AB-9740-B6AD2A0677B7,67
D9787D57-7D0D-464C-830B-D3CB2B9149AB,TS/H001093/1,99E0B904-CAB5-4511-AFB3-AA6D2B171F97,33
AD25EFED-581D-4B88-BE4C-F358099700A5,EP/G042772/1,772CD758-53CD-407F-9B2C-F2B861E86155,100
9804CD57-710B-40CA-9A2C-BD3E4547922F,EP/H019642/1,EB5F16BB-2772-4DDE-BD6C-3B7A6914B64C,100
1C9EAAAB-9246-4452-995A-0076E6B2BA91,EP/K016164/1,E847DD9B-2053-4BC7-97A9-4213B185C968,100
0DDB4F31-C040-4306-876A-D5E8BDE630CD,EP/L001950/1,AEB7EC61-1574-4583-8B00-BD32275F29A6,20
5238953E-D8FE-494F-B137-261B837611A8,EP/L001950/1,DEA11FBC-BEED-4EDD-890B-97D728462D26,80
531ABC36-2925-4254-B063-01B33C3EEF66,EP/E060722/2,EB5F16BB-2772-4DDE-BD6C-3B7A6914B64C,100
8434B5E6-7893-4925-9394-85D12BF10660,EP/G064024/1,772CD758-53CD-407F-9B2C-F2B861E86155,100
ED8692E6-605F-4DBA-9920-BC5E334A3442,EP/G035784/1,772CD758-53CD-407F-9B2C-F2B861E86155,100
B4B9C4D1-18D8-47D6-B1A5-7AB223D2C0E9,EP/M022749/1,64596636-AE88-4F6E-A816-9C4C203E1197,30
382246F9-54D8-4746-9AF0-0B8C5F797F34,EP/M022749/1,863FC58A-7217-42EA-B076-663F2D770BB8,20
FA893C9A-24E4-4373-96F5-2EDBF6556D2A,EP/M022749/1,F95121C7-7C31-40CE-BDBC-1E2BF025AEA6,10
69A1FE09-4BB6-486D-9A4E-93E608B34794,EP/M022749/1,E847DD9B-2053-4BC7-97A9-4213B185C968,40
8789745E-EC16-4E5C-A1A4-EB34E3B0840C,EP/V048279/1,64596636-AE88-4F6E-A816-9C4C203E1197,70
E46C7468-C8B6-4160-892E-4A24770605BC,EP/V048279/1,97B14C81-E082-430E-BC8F-733274083163,30
FE03167C-442C-4C7D-AD50-BD48E0F132C1,EP/G070180/1,EB5F16BB-2772-4DDE-BD6C-3B7A6914B64C,100
F546C8DB-4211-4B4C-A4F9-461D391D94EB,EP/P023223/1,6723A70B-A523-40AB-9740-B6AD2A0677B7,100
0F91C03D-2A39-4194-A43A-C2211F551EF6,EP/E016596/1,DEA11FBC-BEED-4EDD-890B-97D728462D26,100
D17C7E79-ED7B-4577-AE11-64D493EB047F,EP/C542150/2,DEA11FBC-BEED-4EDD-890B-97D728462D26,100
2D3D3A34-5F00-4683-8B48-8FC6341EBA38,EP/R042578/1,EB5F16BB-2772-4DDE-BD6C-3B7A6914B64C,100
D0E5C380-1DB6-467C-9AEE-0B3D2B6B5280,EP/D064112/1,C087E953-30F3-4968-B0F3-D48A5998A2B4,100
E6B04126-3D79-43AD-A067-885DF44E0F48,EP/H049797/1,97B14C81-E082-430E-BC8F-733274083163,100
E8A7BD53-5DE0-4574-B185-E37705F434F1,EP/G065047/1,DEA11FBC-BEED-4EDD-890B-97D728462D26,100
2360AA99-37AF-4534-9D70-AAC078FE6597,EP/E002358/1,DEA11FBC-BEED-4EDD-890B-97D728462D26,100
07331CF3-1912-40F5-A6FC-EE0F3D31F3E7,EP/D050952/1,97B14C81-E082-430E-BC8F-733274083163,100
6B686240-ED40-407F-A1A3-B631C023CAFC,EP/P002277/2,5CBA14F4-F235-45B6-A9DD-5937D5C166CC,70
9BEA51D7-0D96-4BB9-BDC4-9B0CAD0FAB8D,EP/P002277/2,97B14C81-E082-430E-BC8F-733274083163,30
599C2575-675A-4F4D-972A-EDB7FABDFDDE,EP/G066507/1,64596636-AE88-4F6E-A816-9C4C203E1197,40
68E727DD-DFE4-4687-8A29-DB0AB33ED5FC,EP/G066507/1,60EBB420-734E-4DB5-B0F2-65A1115A27F8,60
DFAD0CB1-4AA8-4486-82A7-45A323D9BFD5,EP/G008787/1,48D25546-6ADF-479A-8877-478CCDB1DC1F,50
08EA2995-F9EA-4ADA-B660-F3414B8714DB,EP/G008787/1,6723A70B-A523-40AB-9740-B6AD2A0677B7,50
C4771DC1-DCA1-4E61-B34A-A93456B9F8DA,EP/S03126X/1,C087E953-30F3-4968-B0F3-D48A5998A2B4,50
1A338997-4DEC-45FB-949B-83D3121DEDAE,EP/S03126X/1,F95121C7-7C31-40CE-BDBC-1E2BF025AEA6,50
054DF094-E938-49E6-A7AC-3FBD241B922D,EP/H028862/1,DEA11FBC-BEED-4EDD-890B-97D728462D26,50
2407FE4D-F867-4928-9EFE-F2B7E7D87E0D,EP/H028862/1,FB535BD0-E265-4C0A-8532-32DCB83A3951,50
F9612FE3-14BB-40E6-BC8A-DEAC6B6A6D60,EP/M023044/1,C087E953-30F3-4968-B0F3-D48A5998A2B4,70
EF065F0C-246B-400C-90A0-FFAAD39C1034,EP/E01657X/2,D513F43E-F19D-4AB3-8E03-A47B085709AB,75
3ED7FDDF-8FE7-420A-81AC-B2D4B5BDBC31,EP/E01657X/2,E847DD9B-2053-4BC7-97A9-4213B185C968,25
4EF0E895-6A20-4488-BAF9-59212859919E,EP/K040561/1,EB5F16BB-2772-4DDE-BD6C-3B7A6914B64C,100
3E995852-8619-44F3-9D9C-900AA231FADB,EP/K020323/1,6723A70B-A523-40AB-9740-B6AD2A0677B7,100
C2E0DA0A-16EC-48EC-8F0E-80760B1C5DDF,EP/D064546/2,64564C94-AC7F-4056-903D-0AED107A359E,10
1609C4E4-0FF0-44A3-BE50-18BF6C4950D4,EP/D064546/2,EB5F16BB-2772-4DDE-BD6C-3B7A6914B64C,90
3A99D4EA-C3BD-4F86-9502-28BCF07F659D,EP/T014628/1,EB5F16BB-2772-4DDE-BD6C-3B7A6914B64C,100
647EAC6B-6E12-47C8-9A5A-DD4166260F80,EP/I029605/1,E847DD9B-2053-4BC7-97A9-4213B185C968,60
687ACF93-71AA-46FF-A4BD-B5FA66A1B845,EP/I029605/1,772CD758-53CD-407F-9B2C-F2B861E86155,40
42E3F615-1D01-486B-9387-629824282177,EP/N018486/1,772CD758-53CD-407F-9B2C-F2B861E86155,80
BAC21F05-233B-4108-92D5-79A1E09FEB26,EP/N018486/1,53F27348-198B-4AEF-A34B-8307067F507C,20
B61CA31A-F68B-4504-902C-B7AA0946A41F,EP/T003472/1,EE4457DB-92A3-44EA-8D5F-77013CC107E0,0
135CE6DB-464E-4D50-899E-0136B2446208,EP/T003472/1,EBACD6D4-D1E5-4970-8BEC-7F4568EB26BA,0
CEDB1F65-02B5-4865-A3AC-D3598BF37CE0,EP/T003472/1,E844174D-6A1C-4D2D-8F24-57698F7DA353,0
5C3C8EE9-F120-444C-99EC-0CCDB66C1325,EP/T003472/1,6E910789-6B8D-4B73-B5B0-F3156942B558,0
8FE9E3A7-C59B-4054-85D1-6C7433408BB1,EP/T003472/1,3A4CB57C-9B22-41A2-AB15-127503299365,0
F20ED681-FF3B-46DE-AF9A-C9A68052B368,EP/T003472/1,895D1683-DC4B-4292-BBC6-EC38672BFD10,0
5A752171-A41E-40E1-B90B-444FF9354309,EP/N002644/1,B43E1E82-2962-4C36-87AD-95AC01BE0A9F,10
879325B6-BB83-4ACD-BE76-600C7E014237,EP/N002644/1,8C42F55F-1A1F-4ACE-B264-F6697518680A,90
FA105981-831E-470C-A55A-AC759B6EE825,EP/G054304/1,EB5F16BB-2772-4DDE-BD6C-3B7A6914B64C,100
01D174C8-2B5B-409D-B92D-CA3D26CEA98C,EP/H003797/1,8C42F55F-1A1F-4ACE-B264-F6697518680A,100
3FE90A2A-EE2A-44B6-B07A-6E868A4CCCE9,EP/V049623/1,97B14C81-E082-430E-BC8F-733274083163,30
41EB2B81-2F4D-488D-B2B8-8B6CE5A3C9BD,EP/V049623/1,FB535BD0-E265-4C0A-8532-32DCB83A3951,70
70A625E5-C253-4378-8E4D-9489BB2D6FC0,EP/R012288/1,EB5F16BB-2772-4DDE-BD6C-3B7A6914B64C,100
FAD357DC-F0C0-410E-A452-D8DE944896C6,EP/T002794/1,F442B6BE-8B89-4C01-8D3B-E8A4D320B672,100
B8908BC1-675C-4D08-B48F-B6EFA6F909F6,EP/K033239/1,DEA11FBC-BEED-4EDD-890B-97D728462D26,100
CB969C7C-8917-4FF0-AF54-1EC67FCC26B0,EP/V009354/1,5CBA14F4-F235-45B6-A9DD-5937D5C166CC,10
1B11AB2D-E0E6-4603-A800-CEEC388E513B,EP/V009354/1,F95121C7-7C31-40CE-BDBC-1E2BF025AEA6,20
1447A232-890F-4496-AB98-04B7A45EF13E,EP/V009354/1,FA25733D-A456-4A1B-9D5C-7119577368D9,10
A67C47DC-FE09-4F11-9503-9EAA39A3D86F,EP/V009354/1,E847DD9B-2053-4BC7-97A9-4213B185C968,10
4369327A-49ED-44EC-86FA-135E38BADB99,EP/V009354/1,772CD758-53CD-407F-9B2C-F2B861E86155,40
515133C4-D10F-4132-B97C-73E83C74E3AB,EP/V009354/1,53F27348-198B-4AEF-A34B-8307067F507C,10
45F590B7-F86C-48E6-AA9E-3E8A262905D3,EP/N021177/1,6723A70B-A523-40AB-9740-B6AD2A0677B7,100
0AE50B45-9649-4DD0-9020-429ED436FD12,EP/P020534/1,E847DD9B-2053-4BC7-97A9-4213B185C968,100
A6328C85-DA0E-4B10-8235-2CB9B9128023,EP/F002114/1,EB5F16BB-2772-4DDE-BD6C-3B7A6914B64C,100
D23F23EE-272F-45B4-A78E-30987B5DE29F,EP/K014307/1,EB5F16BB-2772-4DDE-BD6C-3B7A6914B64C,100
DF07FBEC-F009-4B67-90C9-311D47100E73,EP/R014019/1,895D1683-DC4B-4292-BBC6-EC38672BFD10,0
E8A2212B-9B63-483E-86A0-F4CEB55FD020,EP/N508640/1,F95121C7-7C31-40CE-BDBC-1E2BF025AEA6,100
C2A22BA0-8197-41A5-AE69-9ED95EA39905,EP/R044902/1,772CD758-53CD-407F-9B2C-F2B861E86155,100
91899670-505A-4265-BA93-41F180A1DF7A,EP/H002189/1,8C42F55F-1A1F-4ACE-B264-F6697518680A,100
DDEBF84E-23E3-4C31-8759-C6DE16BAA437,EP/J00457X/1,EB5F16BB-2772-4DDE-BD6C-3B7A6914B64C,45
289F40B4-95AA-4F65-A2E3-D01709D8DFE5,EP/J00457X/1,772CD758-53CD-407F-9B2C-F2B861E86155,25
76B39D4D-280E-4489-84A8-93065C1B4307,EP/J00457X/1,6723A70B-A523-40AB-9740-B6AD2A0677B7,15
4D021B4D-5573-443A-8EE8-89FE18F84A84,EP/K007491/1,EB5F16BB-2772-4DDE-BD6C-3B7A6914B64C,100
42466A99-0718-4B56-8F49-097067C6F553,EP/P033075/1,DEA11FBC-BEED-4EDD-890B-97D728462D26,100
E13B2C72-73E0-48BE-9184-9788D8987F6A,EP/G056447/1,EB5F16BB-2772-4DDE-BD6C-3B7A6914B64C,100
3862C221-3489-4EB7-B9AE-536345BDA3D4,EP/D078628/1,9CD2DA3B-F052-4076-95ED-10F46E76C382,100
41419EDF-0672-4319-9AD5-2C3ADB2A9BE8,EP/F021666/1,863FC58A-7217-42EA-B076-663F2D770BB8,50
8FDD2490-42D4-4B8E-B7B1-B20EB65DA6E6,EP/F021666/1,FB535BD0-E265-4C0A-8532-32DCB83A3951,50
66A7DBD6-783F-4A40-BCA7-E4565EBAD9B7,EP/E048463/1,60EBB420-734E-4DB5-B0F2-65A1115A27F8,100
5E199F2D-AF29-4558-9666-A5B493C8EDB7,EP/T023864/1,EBACD6D4-D1E5-4970-8BEC-7F4568EB26BA,0
E1A7F2AD-8F80-4E4D-80ED-188A85BE20C7,EP/T023864/1,5D762B83-597E-4E91-B2F7-04CBB955175C,0
CD928856-3ECB-40FF-A61A-42199B67170D,EP/T023864/1,895D1683-DC4B-4292-BBC6-EC38672BFD10,0
E612C257-C2C7-4FD1-B46F-6A8C011D49E2,EP/T023864/1,972C8509-5001-4523-9E10-7FA67E2F2E69,0
68E7B64D-135A-4876-B706-6F9A106338CD,EP/E023169/1,E847DD9B-2053-4BC7-97A9-4213B185C968,60
420EEA5D-7899-4B29-A5A0-7FD21ADC381C,EP/E023169/1,772CD758-53CD-407F-9B2C-F2B861E86155,40
6A50B87F-9246-4C40-8106-AA7FA839F2D7,EP/K502315/1,17F21DBC-4946-4262-AD07-9914F6EA12F7,33
1A487E87-8B94-492F-8572-0282A2D3D3C5,EP/K502315/1,FB535BD0-E265-4C0A-8532-32DCB83A3951,33
